1,0,0,1,1,1
2,0,0,1,2,2
3,0,0,1,2,2
4,0,0,1,2,2
5,0,0,1,2,2
6,0,0,1,2,2
7,0,0,1,2,2
8,0,0,1,2,2
9,0,0,1,2,2
10,0,0,1,2,2
11,0,0,1,2,2
12,0,0,1,3,3
13,0,0,1,3,3
14,0,0,1,2,2
15,0,0,1,2,2
16,0,0,1,3,3
17,0,0,1,3,3
18,0,0,1,3,3
19,0,0,1,3,3
20,0,0,1,3,3
21,0,0,1,3,3
22,0,0,1,3,3
23,0,0,1,3,3
24,0,0,1,2,2
25,0,0,1,2,2
26,0,0,1,2,2
27,0,0,1,2,2
28,0,0,1,2,2
29,0,0,1,2,2
30,0,0,1,2,2
31,0,0,1,2,2
32,0,0,1,2,2
33,0,0,1,2,2
34,0,0,1,2,2
35,0,0,1,2,2
36,0,0,1,2,2
37,0,0,1,2,2
38,0,0,1,2,2
39,0,0,1,2,2
40,0,0,1,2,2
